insertId,"labels.""k8s-pod/app""","labels.""k8s-pod/app_kubernetes_io/managed-by""","labels.""k8s-pod/app_kubernetes_io/name""","labels.""k8s-pod/pod-template-hash""","labels.""k8s-pod/version""",logName,receiveTimestamp,resource.labels.cluster_name,resource.labels.container_name,resource.labels.location,resource.labels.namespace_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,textPayload,timestamp
3swxxh5b4ebvuxcko,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025323656Z
3swxxh5b4ebvuxckn,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x7f2231fca21503167031532bf4f9f83ab0b43eac46cdce548eefe4be3b074cac',
",2021-04-06T15:25:51.025303269Z
3swxxh5b4ebvuxckm,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: 'Test',
",2021-04-06T15:25:51.025297572Z
3swxxh5b4ebvuxckl,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'string',
",2021-04-06T15:25:51.025291672Z
3swxxh5b4ebvuxckk,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    invoice_nr: {
",2021-04-06T15:25:51.025286511Z
3swxxh5b4ebvuxckj,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025267875Z
3swxxh5b4ebvuxcki,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025262495Z
3swxxh5b4ebvuxckh,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x17bc5e027e2a2fa4af5771e88988239640cc088905675145610ced0cc181b95e',
",2021-04-06T15:25:51.025257107Z
3swxxh5b4ebvuxckg,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '2021-04-01T22:00:00Z',
",2021-04-06T15:25:51.025251944Z
3swxxh5b4ebvuxckf,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'timestamp',
",2021-04-06T15:25:51.025246170Z
3swxxh5b4ebvuxcke,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    invoice_date: {
",2021-04-06T15:25:51.025222824Z
3swxxh5b4ebvuxckd,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025210008Z
3swxxh5b4ebvuxckc,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025205043Z
3swxxh5b4ebvuxckb,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0xe3c6a00407b535d13644aab7ace4be89418ce726d72185174eae181208d9cf83',
",2021-04-06T15:25:51.025200256Z
3swxxh5b4ebvuxcka,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '1',
",2021-04-06T15:25:51.025195934Z
3swxxh5b4ebvuxcjz,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'decimal',
",2021-04-06T15:25:51.025191134Z
3swxxh5b4ebvuxcjy,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    invoice_amount: {
",2021-04-06T15:25:51.025185769Z
3swxxh5b4ebvuxcjx,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025180996Z
3swxxh5b4ebvuxcjw,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025176382Z
3swxxh5b4ebvuxcjv,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x92c1b7f32b81a53ceacd9a7541b46f9fd439a98d6db4e6d239728033d62b3548',
",2021-04-06T15:25:51.025171336Z
3swxxh5b4ebvuxcju,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '2',
",2021-04-06T15:25:51.025166548Z
3swxxh5b4ebvuxcjt,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'integer',
",2021-04-06T15:25:51.025161418Z
3swxxh5b4ebvuxcjs,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    entity_nr: {
",2021-04-06T15:25:51.025139829Z
3swxxh5b4ebvuxcjr,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025135194Z
3swxxh5b4ebvuxcjq,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025129390Z
3swxxh5b4ebvuxcjp,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0xd844bcd34c73c44681902f84ac8fb5cc84d46cd89b884f24f21dfb566087ed8b',
",2021-04-06T15:25:51.025124618Z
3swxxh5b4ebvuxcjo,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: 'test',
",2021-04-06T15:25:51.025120151Z
3swxxh5b4ebvuxcjn,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'string',
",2021-04-06T15:25:51.025115531Z
3swxxh5b4ebvuxcjm,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    entity_name: {
",2021-04-06T15:25:51.025110714Z
3swxxh5b4ebvuxcjl,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025105955Z
3swxxh5b4ebvuxcjk,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025101450Z
3swxxh5b4ebvuxcjj,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x466e5b9cd57fa444cceaa8e5b053ddd58d05cbbcf162a54d6ccd08492ef36dfd',
",2021-04-06T15:25:51.025095802Z
3swxxh5b4ebvuxcji,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: 'test',
",2021-04-06T15:25:51.025090844Z
3swxxh5b4ebvuxcjh,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'string',
",2021-04-06T15:25:51.025085451Z
3swxxh5b4ebvuxcjg,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    currency: {
",2021-04-06T15:25:51.025075894Z
3swxxh5b4ebvuxcjf,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025048381Z
3swxxh5b4ebvuxcje,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025043056Z
3swxxh5b4ebvuxcjd,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x2b4244fb2663714ee7241914de64ede5288e4cb2921611e2a41193f11de11922',
",2021-04-06T15:25:51.025037150Z
3swxxh5b4ebvuxcjc,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '',
",2021-04-06T15:25:51.025032419Z
3swxxh5b4ebvuxcjb,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'string',
",2021-04-06T15:25:51.025026998Z
3swxxh5b4ebvuxcja,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    comments: {
",2021-04-06T15:25:51.025021140Z
3swxxh5b4ebvuxciz,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.025016276Z
3swxxh5b4ebvuxciy,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.025010812Z
3swxxh5b4ebvuxcix,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x433eaf7ead44ff445879263a431df0eda1a5dcd5fc86858ba7cb1f0ed316d9a9',
",2021-04-06T15:25:51.025005499Z
3swxxh5b4ebvuxciw,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: 'CF4_Invoices_v1',
",2021-04-06T15:25:51.024999597Z
3swxxh5b4ebvuxciv,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'string',
",2021-04-06T15:25:51.024978359Z
3swxxh5b4ebvuxciu,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    _schema: {
",2021-04-06T15:25:51.024973707Z
3swxxh5b4ebvuxcit,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.024969174Z
3swxxh5b4ebvuxcis,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.024964224Z
3swxxh5b4ebvuxcir,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0x6d3b2033649bbc7d891ae0aafa2465a842cb16e6ad7bbf984f4fcbc6ed897b75',
",2021-04-06T15:25:51.024959006Z
3swxxh5b4ebvuxciq,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '0x9d507de4349123e6d07db73290dc7d38222ee6df',
",2021-04-06T15:25:51.024954144Z
3swxxh5b4ebvuxcip,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'bytes',
",2021-04-06T15:25:51.024948780Z
3swxxh5b4ebvuxcio,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    _createdBy: {
",2021-04-06T15:25:51.024935071Z
3swxxh5b4ebvuxcin,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.024930287Z
3swxxh5b4ebvuxcim,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.024925369Z
3swxxh5b4ebvuxcil,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0xac202291526632eb043339a7e504ac9782636839c37374e96829f650f4a9f1ae',
",2021-04-06T15:25:51.024918992Z
3swxxh5b4ebvuxcik,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '1',
",2021-04-06T15:25:51.024899925Z
3swxxh5b4ebvuxcij,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'integer',
",2021-04-06T15:25:51.024895058Z
3swxxh5b4ebvuxcii,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    RiskScore: {
",2021-04-06T15:25:51.024890167Z
3swxxh5b4ebvuxcih,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.024885151Z
3swxxh5b4ebvuxcig,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.024880349Z
3swxxh5b4ebvuxcif,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0xe24e7917d4fcaf79095539ac23af9f6d5c80ea8b0d95c9cd860152bff8fdab17',
",2021-04-06T15:25:51.024875335Z
3swxxh5b4ebvuxcie,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '0x9d507de4349123e6d07db73290dc7d38222ee6df',
",2021-04-06T15:25:51.024870553Z
3swxxh5b4ebvuxcid,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'bytes',
",2021-04-06T15:25:51.024865708Z
3swxxh5b4ebvuxcic,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    Originator: {
",2021-04-06T15:25:51.024860926Z
3swxxh5b4ebvuxcib,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.024856163Z
3swxxh5b4ebvuxcia,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.024851264Z
3swxxh5b4ebvuxchz,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0xe5588a8a267ed4c32962568afe216d4ba70ae60576a611e3ca557b84f1724e29',
",2021-04-06T15:25:51.024845891Z
3swxxh5b4ebvuxchy,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '2021-04-07T22:00:00Z',
",2021-04-06T15:25:51.024838596Z
3swxxh5b4ebvuxchx,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'timestamp',
",2021-04-06T15:25:51.024817098Z
3swxxh5b4ebvuxchw,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    MaturityDate: {
",2021-04-06T15:25:51.024812408Z
3swxxh5b4ebvuxchv,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"    },
",2021-04-06T15:25:51.024807045Z
3swxxh5b4ebvuxchu,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      signed_value: [Object]
",2021-04-06T15:25:51.024802083Z
3swxxh5b4ebvuxcht,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      key: '0xcd35852d8705a28d4f83ba46f02ebdf46daf03638b40da74b9371d715976e6dd',
",2021-04-06T15:25:51.024797213Z
3swxxh5b4ebvuxchs,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      value: '11000000000000000000',
",2021-04-06T15:25:51.024792144Z
3swxxh5b4ebvuxchr,gateway-0,spinnaker,gateway,58d64cc6bb,0.3.0,projects/centrifuge-production-x/logs/stdout,2021-04-06T15:25:52.150116961Z,production,gateway,europe-west3-a,default,gateway-0-58d64cc6bb-c59lf,centrifuge-production-x,k8s_container,INFO,"      type: 'integer',
",2021-04-06T15:25:51.024787336Z
